title,url,priority,type,state,subsystem,affected version,included in builds,avaliable in,latest affected,created date,refactoring_haibo,refactoring_zhuolin,final label,input program,final label1,input property,symptoms,refactoring type,commit_html_url,new root cause,new root cause zl,stage,stage zl,"disagree (root cause, stage)",checked,cross checked,reproducebale,might need to remove,oracle,notes,initialize refactoring,propocess/ precondition,,perform change,confused,note
JSP -- Refactor->Introduce Constant and Refactor->Introduce Field issues,https://youtrack.jetbrains.com/issue/IDEA-31221/JSP-Refactor-Introduce-Constant-and-Refactor-Introduce-Field-issues,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Refactoring: Introduce Constant dialog: the dialog size should not change on 'replace all occurrences' checkbox unchecking,https://youtrack.jetbrains.com/issue/IDEA-41172/Refactoring-Introduce-Constant-dialog-the-dialog-size-should-not-change-on-replace-all-occurrences-checkbox-unchecking,Minor,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Generify... produces invalid code partially parametizing Iterator<Map.Entry>,https://youtrack.jetbrains.com/issue/IDEA-41170/Generify...-produces-invalid-code-partially-parametizing-IteratorMap.Entry,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Generify.. doesn't work when Collection.removeAll() is called.,https://youtrack.jetbrains.com/issue/IDEA-41173/Generify..-doesnt-work-when-Collection.removeAll-is-called.,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
"When a constant is moved from an interface to a class, it loses ""final"" and ""static"".",https://youtrack.jetbrains.com/issue/IDEA-31385/When-a-constant-is-moved-from-an-interface-to-a-class-it-loses-final-and-static.,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce variable unnecessarily suffixes variable with a number to avoid name problem,https://youtrack.jetbrains.com/issue/IDEA-31394/Introduce-variable-unnecessarily-suffixes-variable-with-a-number-to-avoid-name-problem,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Renaming a variable or parameter does not suggest names any more,https://youtrack.jetbrains.com/issue/IDEA-31460/Renaming-a-variable-or-parameter-does-not-suggest-names-any-more,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Extract variable doesn't work,https://youtrack.jetbrains.com/issue/IDEA-31465/Extract-variable-doesnt-work,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Redundant cast added on inline variable,https://youtrack.jetbrains.com/issue/IDEA-31496/Redundant-cast-added-on-inline-variable,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Convert anonymous to inner places code from the instance initializer at wrong place,https://youtrack.jetbrains.com/issue/IDEA-31498/Convert-anonymous-to-inner-places-code-from-the-instance-initializer-at-wrong-place,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Refactoring: Introduce Constant refactoring doesn't insert @NoNLS annotation,https://youtrack.jetbrains.com/issue/IDEA-41228/Refactoring-Introduce-Constant-refactoring-doesnt-insert-NoNLS-annotation,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Refactor JSPs duplicates URL arguments,https://youtrack.jetbrains.com/issue/IDEA-41232/Refactor-JSPs-duplicates-URL-arguments,Major,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Make Static"" may break code",https://youtrack.jetbrains.com/issue/IDEA-31526/Make-Static-may-break-code,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Preview"" option doesn't work while moving inner class to upper level...",https://youtrack.jetbrains.com/issue/IDEA-31543/Preview-option-doesnt-work-while-moving-inner-class-to-upper-level...,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Class Rename refactoring failure on 'Rename variables' when multiple variables declared in one statement,https://youtrack.jetbrains.com/issue/IDEA-31553/Class-Rename-refactoring-failure-on-Rename-variables-when-multiple-variables-declared-in-one-statement,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Method duplicates are found and replaced in static methods,https://youtrack.jetbrains.com/issue/IDEA-31573/Method-duplicates-are-found-and-replaced-in-static-methods,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Safe-delete parameter - counts javadoc as a usage,https://youtrack.jetbrains.com/issue/IDEA-31612/Safe-delete-parameter-counts-javadoc-as-a-usage,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Names are qualified on class copy,https://youtrack.jetbrains.com/issue/IDEA-31631/Names-are-qualified-on-class-copy,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Package refactoring produces wrong results in JSP imports when import statement is on multiple lines,https://youtrack.jetbrains.com/issue/IDEA-31630/Package-refactoring-produces-wrong-results-in-JSP-imports-when-import-statement-is-on-multiple-lines,Critical,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Extract Method fails for simple expression,https://youtrack.jetbrains.com/issue/IDEA-31652/Extract-Method-fails-for-simple-expression,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
extract method does not maintaing final attribute,https://youtrack.jetbrains.com/issue/IDEA-31655/extract-method-does-not-maintaing-final-attribute,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Class rename refactoring bug,https://youtrack.jetbrains.com/issue/IDEA-31700/Class-rename-refactoring-bug,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Use Interface Where Possible"" produces bad (red) code when type is parameter to method overridden/implemented from generic class/interface",https://youtrack.jetbrains.com/issue/IDEA-31774/Use-Interface-Where-Possible-produces-bad-red-code-when-type-is-parameter-to-method-overridden-implemented-from-generic-class,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannot inline recursive method,https://youtrack.jetbrains.com/issue/IDEA-31790/Cannot-inline-recursive-method,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Introduce Field"" / ""Initialize in setUp"" creates protected setUp method even if base class setUp is public",https://youtrack.jetbrains.com/issue/IDEA-41643/Introduce-Field-Initialize-in-setUp-creates-protected-setUp-method-even-if-base-class-setUp-is-public,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Move refactoring using drag'n drop bug,https://youtrack.jetbrains.com/issue/IDEA-41660/Move-refactoring-using-dragn-drop-bug,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Move inner class to upper level doesn't take account of packages,https://youtrack.jetbrains.com/issue/IDEA-41678/Move-inner-class-to-upper-level-doesnt-take-account-of-packages,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Moving package for production code and test code problem,https://youtrack.jetbrains.com/issue/IDEA-41682/Moving-package-for-production-code-and-test-code-problem,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
IDEA force me to move all packages have same name even there is no relationship betweens 2 modules,https://youtrack.jetbrains.com/issue/IDEA-41738/IDEA-force-me-to-move-all-packages-have-same-name-even-there-is-no-relationship-betweens-2-modules,Normal,Bug,Fixed,Java. Refactorings,Not specified,Not specified,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Replace Method Code Duplicates refactoring does not recognize anonymous inner class creation,https://youtrack.jetbrains.com/issue/IDEA-41762/Replace-Method-Code-Duplicates-refactoring-does-not-recognize-anonymous-inner-class-creation,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmetic bug when renaming local variable,https://youtrack.jetbrains.com/issue/IDEA-31869/Cosmetic-bug-when-renaming-local-variable,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Refactoring mangles form files,https://youtrack.jetbrains.com/issue/IDEA-31903/Refactoring-mangles-form-files,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Moving classes to another package causes local history error,https://youtrack.jetbrains.com/issue/IDEA-31936/Moving-classes-to-another-package-causes-local-history-error,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Can't inline method from library with attached sources,https://youtrack.jetbrains.com/issue/IDEA-31960/Cant-inline-method-from-library-with-attached-sources,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Extract Superclass does not mark newly overriding methods left in original class with @Override annotation,https://youtrack.jetbrains.com/issue/IDEA-41987/Extract-Superclass-does-not-mark-newly-overriding-methods-left-in-original-class-with-Override-annotation,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Generify... removes needed type cast for call to Collections.sort(),https://youtrack.jetbrains.com/issue/IDEA-41997/Generify...-removes-needed-type-cast-for-call-to-Collections.sort,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline method: (silent) exception,https://youtrack.jetbrains.com/issue/IDEA-32053/Inline-method-silent-exception,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Convert Anonymous to Inner doesn't work for generic instance,https://youtrack.jetbrains.com/issue/IDEA-32075/Convert-Anonymous-to-Inner-doesnt-work-for-generic-instance,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Convert Anonymous to Inner - problem with varargs,https://youtrack.jetbrains.com/issue/IDEA-32076/Convert-Anonymous-to-Inner-problem-with-varargs,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Problem with Refactor/Move,https://youtrack.jetbrains.com/issue/IDEA-32099/Problem-with-Refactor-Move,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Generify... doesn't propagate type to foreach constructs,https://youtrack.jetbrains.com/issue/IDEA-42008/Generify...-doesnt-propagate-type-to-foreach-constructs,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Inlining enum constructors doesn't replace usage,https://youtrack.jetbrains.com/issue/IDEA-42045/Inlining-enum-constructors-doesnt-replace-usage,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Safe Delete deletes used implementation,https://youtrack.jetbrains.com/issue/IDEA-42104/Safe-Delete-deletes-used-implementation,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Make Static for inner classes creates wrong constructor-argument reference,https://youtrack.jetbrains.com/issue/IDEA-42146/Make-Static-for-inner-classes-creates-wrong-constructor-argument-reference,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Extract Superclass breaks code,https://youtrack.jetbrains.com/issue/IDEA-42150/Extract-Superclass-breaks-code,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Move static method failed,https://youtrack.jetbrains.com/issue/IDEA-32165/Move-static-method-failed,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Extract method produce uncompilable code in case of parametrized throws declaration,https://youtrack.jetbrains.com/issue/IDEA-32216/Extract-method-produce-uncompilable-code-in-case-of-parametrized-throws-declaration,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Moving class to package creates directories split at numbers in package name,https://youtrack.jetbrains.com/issue/IDEA-32253/Moving-class-to-package-creates-directories-split-at-numbers-in-package-name,Critical,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Use interface where possible should process generic collection types,https://youtrack.jetbrains.com/issue/IDEA-42229/Use-interface-where-possible-should-process-generic-collection-types,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Extract Method - finding duplicates doesn't always work,https://youtrack.jetbrains.com/issue/IDEA-42332/Extract-Method-finding-duplicates-doesnt-always-work,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Pull Up"" shows bogus inaccessibility warning for generic method parameter",https://youtrack.jetbrains.com/issue/IDEA-42444/Pull-Up-shows-bogus-inaccessibility-warning-for-generic-method-parameter,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Extract Superclass: External references to an Inner class are not updated when moving the inner classes to the superclass,https://youtrack.jetbrains.com/issue/IDEA-32366/Extract-Superclass-External-references-to-an-Inner-class-are-not-updated-when-moving-the-inner-classes-to-the-superclass,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline method' does not remove the inlined method,https://youtrack.jetbrains.com/issue/IDEA-32410/Inline-method-does-not-remove-the-inlined-method,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce parameter from constructor of an anonymous class refuses to work if the expression being passed cannot be resolved,https://youtrack.jetbrains.com/issue/IDEA-32461/Introduce-parameter-from-constructor-of-an-anonymous-class-refuses-to-work-if-the-expression-being-passed-cannot-be-resolved,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
"Move class refactoring (F6) fails when moving a file to the default package: error ""Invalid target package name specified""",https://youtrack.jetbrains.com/issue/IDEA-42537/Move-class-refactoring-F6-fails-when-moving-a-file-to-the-default-package-error-Invalid-target-package-name-specified,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
Pull up static members can break code,https://youtrack.jetbrains.com/issue/IDEA-42591/Pull-up-static-members-can-break-code,Normal,Bug,Fixed,Java. Refactorings,Not specified,108.65,Not specified,Not specified,10 Feb 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
